timestamp,intersection_id,congestion_index,vehicle_count,average_speed,weather_condition,is_peak_hour
2026-05-15 10:00:00,101,10.0,567,9.5,Sunny,1
2026-05-15 10:00:00,102,10.0,597,8.2,Sunny,1
2026-05-15 10:00:00,103,8.24,504,7.4,Sunny,1
2026-05-15 10:00:00,104,5.77,348,14.1,Sunny,1
2026-05-15 10:00:00,105,6.54,359,12.9,Sunny,1
2026-05-15 11:00:00,101,5.77,419,19.0,Sunny,0
2026-05-15 11:00:00,102,7.43,373,17.3,Sunny,0
2026-05-15 11:00:00,103,5.26,316,21.5,Sunny,0
2026-05-15 11:00:00,104,3.93,237,26.1,Sunny,0
2026-05-15 11:00:00,105,3.62,237,29.3,Sunny,0
2026-05-15 12:00:00,101,6.23,378,21.2,Sunny,0
2026-05-15 12:00:00,102,6.3,354,23.7,Sunny,0
2026-05-15 12:00:00,103,4.15,289,26.6,Sunny,0
2026-05-15 12:00:00,104,3.89,215,22.5,Sunny,0
2026-05-15 12:00:00,105,3.92,200,25.8,Sunny,0
2026-05-15 13:00:00,101,6.78,403,18.7,Sunny,0
2026-05-15 13:00:00,102,7.53,408,18.6,Sunny,0
2026-05-15 13:00:00,103,5.15,280,21.9,Sunny,0
2026-05-15 13:00:00,104,4.74,205,23.4,Sunny,0
2026-05-15 13:00:00,105,3.6,199,26.9,Sunny,0
2026-05-15 14:00:00,101,6.73,422,22.4,Sunny,0
2026-05-15 14:00:00,102,7.08,377,21.5,Sunny,0
2026-05-15 14:00:00,103,5.31,274,21.7,Sunny,0
2026-05-15 14:00:00,104,3.2,241,28.5,Sunny,0
2026-05-15 14:00:00,105,4.35,219,25.4,Sunny,0
2026-05-15 15:00:00,101,9.8,541,9.8,Rainy,0
2026-05-15 15:00:00,102,9.12,551,10.3,Rainy,0
2026-05-15 15:00:00,103,6.78,442,14.3,Rainy,0
2026-05-15 15:00:00,104,5.41,301,14.4,Rainy,0
2026-05-15 15:00:00,105,5.41,318,17.9,Rainy,0
2026-05-15 16:00:00,101,7.24,382,21.8,Sunny,0
2026-05-15 16:00:00,102,6.29,451,19.0,Sunny,0
2026-05-15 16:00:00,103,5.32,272,22.1,Sunny,0
2026-05-15 16:00:00,104,4.4,204,29.7,Sunny,0
2026-05-15 16:00:00,105,3.78,249,26.5,Sunny,0
2026-05-15 17:00:00,101,10.0,604,7.2,Sunny,1
2026-05-15 17:00:00,102,10.0,631,8.7,Sunny,1
2026-05-15 17:00:00,103,7.54,466,12.5,Sunny,1
2026-05-15 17:00:00,104,5.61,377,11.5,Sunny,1
2026-05-15 17:00:00,105,6.03,353,9.5,Sunny,1
2026-05-15 18:00:00,101,10.0,663,7.3,Sunny,1
2026-05-15 18:00:00,102,10.0,647,6.9,Sunny,1
2026-05-15 18:00:00,103,8.55,495,5.0,Sunny,1
2026-05-15 18:00:00,104,5.71,357,7.0,Sunny,1
2026-05-15 18:00:00,105,6.96,380,10.0,Sunny,1
2026-05-15 19:00:00,101,10.0,625,5.0,Sunny,1
2026-05-15 19:00:00,102,10.0,687,12.3,Sunny,1
2026-05-15 19:00:00,103,7.93,502,10.7,Sunny,1
2026-05-15 19:00:00,104,6.37,324,5.9,Sunny,1
2026-05-15 19:00:00,105,6.59,310,9.9,Sunny,1
2026-05-15 20:00:00,101,6.57,388,21.4,Sunny,0
2026-05-15 20:00:00,102,6.45,409,21.1,Sunny,0
2026-05-15 20:00:00,103,5.88,265,21.7,Sunny,0
2026-05-15 20:00:00,104,3.95,218,21.8,Sunny,0
2026-05-15 20:00:00,105,4.28,233,21.3,Sunny,0
2026-05-15 21:00:00,101,6.9,442,20.0,Sunny,0
2026-05-15 21:00:00,102,6.72,439,18.0,Sunny,0
2026-05-15 21:00:00,103,5.73,324,19.5,Sunny,0
2026-05-15 21:00:00,104,3.51,211,21.5,Sunny,0
2026-05-15 21:00:00,105,3.88,203,26.0,Sunny,0
2026-05-15 22:00:00,101,3.96,247,25.7,Rainy,0
2026-05-15 22:00:00,102,4.2,232,23.6,Rainy,0
2026-05-15 22:00:00,103,3.95,142,23.5,Rainy,0
2026-05-15 22:00:00,104,2.26,127,29.2,Rainy,0
2026-05-15 22:00:00,105,2.26,116,30.3,Rainy,0
2026-05-15 23:00:00,101,1.66,44,51.4,Sunny,0
2026-05-15 23:00:00,102,1.03,45,56.0,Sunny,0
2026-05-15 23:00:00,103,0.18,38,59.0,Sunny,0
2026-05-15 23:00:00,104,0.06,5,61.5,Sunny,0
2026-05-15 23:00:00,105,0.22,5,59.9,Sunny,0
2026-05-16 00:00:00,101,0.53,17,71.7,Sunny,0
2026-05-16 00:00:00,102,1.46,33,64.8,Sunny,0
2026-05-16 00:00:00,103,0.52,50,75.7,Sunny,0
2026-05-16 00:00:00,104,0.0,5,76.2,Sunny,0
2026-05-16 00:00:00,105,0.23,5,76.0,Sunny,0
2026-05-16 01:00:00,101,1.02,43,68.5,Sunny,0
2026-05-16 01:00:00,102,0.07,5,76.1,Sunny,0
2026-05-16 01:00:00,103,0.05,44,74.7,Sunny,0
2026-05-16 01:00:00,104,0.66,5,73.8,Sunny,0
2026-05-16 01:00:00,105,0.35,49,72.0,Sunny,0
2026-05-16 02:00:00,101,0.5,11,73.1,Sunny,0
2026-05-16 02:00:00,102,0.59,12,71.9,Sunny,0
2026-05-16 02:00:00,103,0.0,40,85.3,Sunny,0
2026-05-16 02:00:00,104,0.53,5,70.7,Sunny,0
2026-05-16 02:00:00,105,0.65,21,71.5,Sunny,0
2026-05-16 03:00:00,101,1.03,5,71.1,Sunny,0
2026-05-16 03:00:00,102,0.82,5,67.3,Sunny,0
2026-05-16 03:00:00,103,0.59,50,72.2,Sunny,0
2026-05-16 03:00:00,104,0.07,16,82.0,Sunny,0
2026-05-16 03:00:00,105,0.58,25,75.9,Sunny,0
2026-05-16 04:00:00,101,1.21,9,44.1,Rainy,0
2026-05-16 04:00:00,102,0.65,5,53.3,Rainy,0
2026-05-16 04:00:00,103,1.08,26,46.0,Rainy,0
2026-05-16 04:00:00,104,1.29,5,49.6,Rainy,0
2026-05-16 04:00:00,105,0.59,21,53.4,Rainy,0
2026-05-16 05:00:00,101,0.45,53,70.0,Sunny,0
2026-05-16 05:00:00,102,0.31,53,76.7,Sunny,0
2026-05-16 05:00:00,103,1.56,17,69.6,Sunny,0
2026-05-16 05:00:00,104,0.0,5,80.4,Sunny,0
2026-05-16 05:00:00,105,0.0,6,81.0,Sunny,0
2026-05-16 06:00:00,101,2.7,125,37.8,Foggy,0
2026-05-16 06:00:00,102,2.58,139,37.7,Foggy,0
2026-05-16 06:00:00,103,2.02,120,41.0,Foggy,0
2026-05-16 06:00:00,104,1.43,82,45.6,Foggy,0
2026-05-16 06:00:00,105,1.76,44,41.4,Foggy,0
2026-05-16 07:00:00,101,5.92,341,14.7,Rainy,0
2026-05-16 07:00:00,102,4.81,393,17.0,Rainy,0
2026-05-16 07:00:00,103,5.21,291,19.3,Rainy,0
2026-05-16 07:00:00,104,3.69,215,20.2,Rainy,0
2026-05-16 07:00:00,105,3.43,180,25.1,Rainy,0
2026-05-16 08:00:00,101,6.79,413,12.3,Sunny,0
2026-05-16 08:00:00,102,7.12,457,11.8,Sunny,0
2026-05-16 08:00:00,103,5.79,323,17.1,Sunny,0
2026-05-16 08:00:00,104,3.84,251,15.7,Sunny,0
2026-05-16 08:00:00,105,2.78,206,18.8,Sunny,0
2026-05-16 09:00:00,101,7.28,383,12.8,Sunny,0
2026-05-16 09:00:00,102,7.27,415,14.1,Sunny,0
2026-05-16 09:00:00,103,5.54,311,12.6,Sunny,0
2026-05-16 09:00:00,104,4.4,245,11.7,Sunny,0
2026-05-16 09:00:00,105,4.07,205,13.1,Sunny,0
2026-05-16 10:00:00,101,6.81,417,13.6,Sunny,0
2026-05-16 10:00:00,102,6.91,406,11.3,Sunny,0
2026-05-16 10:00:00,103,5.72,240,12.9,Sunny,0
2026-05-16 10:00:00,104,4.6,246,18.1,Sunny,0
2026-05-16 10:00:00,105,3.16,202,18.1,Sunny,0
2026-05-16 11:00:00,101,4.99,231,27.9,Sunny,0
2026-05-16 11:00:00,102,4.53,223,31.2,Sunny,0
2026-05-16 11:00:00,103,2.21,207,34.3,Sunny,0
2026-05-16 11:00:00,104,2.28,162,37.6,Sunny,0
2026-05-16 11:00:00,105,2.45,170,31.6,Sunny,0
2026-05-16 12:00:00,101,4.45,240,32.4,Sunny,0
2026-05-16 12:00:00,102,4.64,278,33.8,Sunny,0
2026-05-16 12:00:00,103,3.73,191,32.0,Sunny,0
2026-05-16 12:00:00,104,2.7,149,36.8,Sunny,0
2026-05-16 12:00:00,105,1.56,193,39.4,Sunny,0
2026-05-16 13:00:00,101,3.72,237,26.7,Sunny,0
2026-05-16 13:00:00,102,3.93,256,35.2,Sunny,0
2026-05-16 13:00:00,103,3.44,200,29.9,Sunny,0
2026-05-16 13:00:00,104,2.13,127,35.3,Sunny,0
2026-05-16 13:00:00,105,2.32,139,35.5,Sunny,0
2026-05-16 14:00:00,101,4.1,263,30.2,Sunny,0
2026-05-16 14:00:00,102,3.73,260,31.7,Sunny,0
2026-05-16 14:00:00,103,2.64,180,36.7,Sunny,0
2026-05-16 14:00:00,104,2.0,115,36.7,Sunny,0
2026-05-16 14:00:00,105,2.71,191,36.7,Sunny,0
2026-05-16 15:00:00,101,4.8,268,27.6,Sunny,0
2026-05-16 15:00:00,102,4.63,257,30.6,Sunny,0
2026-05-16 15:00:00,103,2.9,206,34.1,Sunny,0
2026-05-16 15:00:00,104,2.55,144,34.9,Sunny,0
2026-05-16 15:00:00,105,2.65,136,31.2,Sunny,0
2026-05-16 16:00:00,101,5.37,368,18.9,Rainy,0
2026-05-16 16:00:00,102,5.42,366,19.7,Rainy,0
2026-05-16 16:00:00,103,4.39,279,24.9,Rainy,0
2026-05-16 16:00:00,104,3.95,208,22.2,Rainy,0
2026-05-16 16:00:00,105,3.5,212,22.6,Rainy,0
2026-05-16 17:00:00,101,7.14,376,12.6,Sunny,0
2026-05-16 17:00:00,102,7.26,403,12.0,Sunny,0
2026-05-16 17:00:00,103,4.86,280,15.1,Sunny,0
2026-05-16 17:00:00,104,3.69,189,13.3,Sunny,0
2026-05-16 17:00:00,105,3.59,253,16.6,Sunny,0
2026-05-16 18:00:00,101,9.55,567,10.9,Rainy,0
2026-05-16 18:00:00,102,10.0,554,10.3,Rainy,0
2026-05-16 18:00:00,103,7.39,456,8.3,Rainy,0
2026-05-16 18:00:00,104,6.04,298,8.9,Rainy,0
2026-05-16 18:00:00,105,6.06,267,9.4,Rainy,0
2026-05-16 19:00:00,101,6.91,433,15.2,Sunny,0
2026-05-16 19:00:00,102,7.36,422,12.3,Sunny,0
2026-05-16 19:00:00,103,5.17,317,17.9,Sunny,0
2026-05-16 19:00:00,104,3.65,223,15.9,Sunny,0
2026-05-16 19:00:00,105,4.38,239,17.6,Sunny,0
2026-05-16 20:00:00,101,4.78,274,26.7,Sunny,0
2026-05-16 20:00:00,102,5.03,295,28.9,Sunny,0
2026-05-16 20:00:00,103,2.72,155,35.6,Sunny,0
2026-05-16 20:00:00,104,2.18,103,32.9,Sunny,0
2026-05-16 20:00:00,105,2.27,151,40.0,Sunny,0
2026-05-16 21:00:00,101,4.56,250,30.8,Sunny,0
2026-05-16 21:00:00,102,4.48,278,29.9,Sunny,0
2026-05-16 21:00:00,103,3.69,215,32.3,Sunny,0
2026-05-16 21:00:00,104,2.41,169,34.2,Sunny,0
2026-05-16 21:00:00,105,1.85,108,36.1,Sunny,0
2026-05-16 22:00:00,101,2.34,93,48.8,Sunny,0
2026-05-16 22:00:00,102,1.88,91,48.0,Sunny,0
2026-05-16 22:00:00,103,1.52,73,53.5,Sunny,0
2026-05-16 22:00:00,104,1.29,53,50.1,Sunny,0
2026-05-16 22:00:00,105,1.6,56,52.3,Sunny,0
2026-05-16 23:00:00,101,1.66,51,47.3,Rainy,0
2026-05-16 23:00:00,102,1.02,28,50.1,Rainy,0
2026-05-16 23:00:00,103,0.93,64,56.2,Rainy,0
2026-05-16 23:00:00,104,0.69,5,49.0,Rainy,0
2026-05-16 23:00:00,105,1.3,34,49.1,Rainy,0
2026-05-17 00:00:00,101,0.66,5,76.4,Sunny,0
2026-05-17 00:00:00,102,0.4,39,71.2,Sunny,0
2026-05-17 00:00:00,103,0.46,40,73.3,Sunny,0
2026-05-17 00:00:00,104,0.26,11,72.3,Sunny,0
2026-05-17 00:00:00,105,0.0,29,77.1,Sunny,0
2026-05-17 01:00:00,101,1.3,57,51.0,Rainy,0
2026-05-17 01:00:00,102,0.37,11,54.7,Rainy,0
2026-05-17 01:00:00,103,0.99,78,47.4,Rainy,0
2026-05-17 01:00:00,104,1.04,25,45.3,Rainy,0
2026-05-17 01:00:00,105,0.35,22,49.2,Rainy,0
2026-05-17 02:00:00,101,0.0,5,78.8,Sunny,0
2026-05-17 02:00:00,102,0.53,5,71.8,Sunny,0
2026-05-17 02:00:00,103,0.0,5,73.6,Sunny,0
2026-05-17 02:00:00,104,0.88,54,64.5,Sunny,0
2026-05-17 02:00:00,105,0.22,5,75.6,Sunny,0
2026-05-17 03:00:00,101,1.13,9,68.2,Sunny,0
2026-05-17 03:00:00,102,1.92,18,67.4,Sunny,0
2026-05-17 03:00:00,103,0.75,5,69.7,Sunny,0
2026-05-17 03:00:00,104,0.41,5,72.2,Sunny,0
2026-05-17 03:00:00,105,0.24,19,80.4,Sunny,0
2026-05-17 04:00:00,101,0.53,32,69.2,Sunny,0
2026-05-17 04:00:00,102,1.15,5,70.3,Sunny,0
2026-05-17 04:00:00,103,0.51,12,72.7,Sunny,0
2026-05-17 04:00:00,104,0.0,5,80.2,Sunny,0
2026-05-17 04:00:00,105,0.41,5,75.4,Sunny,0
2026-05-17 05:00:00,101,1.06,9,55.4,Rainy,0
2026-05-17 05:00:00,102,1.32,32,46.6,Rainy,0
2026-05-17 05:00:00,103,1.15,5,46.6,Rainy,0
2026-05-17 05:00:00,104,1.25,17,46.4,Rainy,0
2026-05-17 05:00:00,105,0.58,37,53.6,Rainy,0
2026-05-17 06:00:00,101,2.89,93,40.6,Foggy,0
2026-05-17 06:00:00,102,2.42,127,43.0,Foggy,0
2026-05-17 06:00:00,103,2.15,102,36.1,Foggy,0
2026-05-17 06:00:00,104,1.39,50,46.2,Foggy,0
2026-05-17 06:00:00,105,1.8,62,40.8,Foggy,0
2026-05-17 07:00:00,101,4.99,244,25.9,Sunny,0
2026-05-17 07:00:00,102,4.03,246,29.0,Sunny,0
2026-05-17 07:00:00,103,3.61,140,30.1,Sunny,0
2026-05-17 07:00:00,104,2.44,151,40.2,Sunny,0
2026-05-17 07:00:00,105,3.08,106,29.1,Sunny,0
2026-05-17 08:00:00,101,7.08,399,9.5,Sunny,0
2026-05-17 08:00:00,102,7.08,421,10.3,Sunny,0
2026-05-17 08:00:00,103,5.05,292,13.3,Sunny,0
2026-05-17 08:00:00,104,4.19,207,13.8,Sunny,0
2026-05-17 08:00:00,105,3.82,233,16.6,Sunny,0
2026-05-17 09:00:00,101,7.89,430,13.3,Sunny,0
2026-05-17 09:00:00,102,6.97,391,11.2,Sunny,0
2026-05-17 09:00:00,103,5.02,321,10.3,Sunny,0
2026-05-17 09:00:00,104,4.22,231,17.2,Sunny,0
2026-05-17 09:00:00,105,3.69,211,15.0,Sunny,0
2026-05-17 10:00:00,101,6.9,436,14.6,Sunny,0
2026-05-17 10:00:00,102,7.83,403,5.0,Sunny,0
2026-05-17 10:00:00,103,5.14,317,16.1,Sunny,0
2026-05-17 10:00:00,104,4.1,221,19.8,Sunny,0
2026-05-17 10:00:00,105,3.56,227,13.5,Sunny,0
2026-05-17 11:00:00,101,6.12,403,18.6,Rainy,0
2026-05-17 11:00:00,102,6.06,321,18.3,Rainy,0
2026-05-17 11:00:00,103,5.05,266,19.7,Rainy,0
2026-05-17 11:00:00,104,3.88,196,25.8,Rainy,0
2026-05-17 11:00:00,105,2.93,221,28.6,Rainy,0
2026-05-17 12:00:00,101,6.52,317,16.9,Rainy,0
2026-05-17 12:00:00,102,6.02,389,15.8,Rainy,0
2026-05-17 12:00:00,103,4.18,232,19.9,Rainy,0
2026-05-17 12:00:00,104,2.94,244,22.9,Rainy,0
2026-05-17 12:00:00,105,3.72,205,22.9,Rainy,0
2026-05-17 13:00:00,101,4.13,279,31.3,Sunny,0
2026-05-17 13:00:00,102,4.41,245,29.2,Sunny,0
2026-05-17 13:00:00,103,3.51,200,32.9,Sunny,0
2026-05-17 13:00:00,104,2.16,194,35.7,Sunny,0
2026-05-17 13:00:00,105,2.44,141,40.8,Sunny,0
2026-05-17 14:00:00,101,4.25,250,30.9,Sunny,0
2026-05-17 14:00:00,102,4.09,262,36.9,Sunny,0
2026-05-17 14:00:00,103,3.4,201,31.1,Sunny,0
2026-05-17 14:00:00,104,3.14,194,35.8,Sunny,0
2026-05-17 14:00:00,105,2.72,140,36.0,Sunny,0
2026-05-17 15:00:00,101,4.03,231,27.4,Sunny,0
2026-05-17 15:00:00,102,4.53,225,28.7,Sunny,0
2026-05-17 15:00:00,103,3.25,219,31.9,Sunny,0
2026-05-17 15:00:00,104,2.9,169,31.7,Sunny,0
2026-05-17 15:00:00,105,2.91,139,33.1,Sunny,0
2026-05-17 16:00:00,101,4.26,259,29.6,Sunny,0
2026-05-17 16:00:00,102,4.03,241,31.5,Sunny,0
2026-05-17 16:00:00,103,3.21,208,33.6,Sunny,0
2026-05-17 16:00:00,104,2.49,161,39.3,Sunny,0
2026-05-17 16:00:00,105,3.04,179,36.1,Sunny,0
2026-05-17 17:00:00,101,10.0,593,8.3,Rainy,0
2026-05-17 17:00:00,102,10.0,514,6.9,Rainy,0
2026-05-17 17:00:00,103,7.93,461,14.8,Rainy,0
2026-05-17 17:00:00,104,5.61,316,9.0,Rainy,0
2026-05-17 17:00:00,105,5.7,368,13.9,Rainy,0
2026-05-17 18:00:00,101,7.05,422,10.9,Sunny,0
2026-05-17 18:00:00,102,6.87,442,16.6,Sunny,0
2026-05-17 18:00:00,103,5.03,318,13.8,Sunny,0
2026-05-17 18:00:00,104,4.32,224,10.4,Sunny,0
2026-05-17 18:00:00,105,4.38,226,14.6,Sunny,0
2026-05-17 19:00:00,101,10.0,591,8.6,Rainy,0
2026-05-17 19:00:00,102,9.25,596,5.0,Rainy,0
2026-05-17 19:00:00,103,7.73,464,5.1,Rainy,0
2026-05-17 19:00:00,104,5.7,354,8.7,Rainy,0
2026-05-17 19:00:00,105,5.84,257,12.4,Rainy,0
2026-05-17 20:00:00,101,4.38,253,32.8,Sunny,0
2026-05-17 20:00:00,102,5.06,272,32.7,Sunny,0
2026-05-17 20:00:00,103,2.65,211,34.9,Sunny,0
2026-05-17 20:00:00,104,2.14,98,38.5,Sunny,0
2026-05-17 20:00:00,105,2.81,179,37.6,Sunny,0
2026-05-17 21:00:00,101,5.81,396,22.9,Rainy,0
2026-05-17 21:00:00,102,6.01,364,16.8,Rainy,0
2026-05-17 21:00:00,103,5.18,235,21.7,Rainy,0
2026-05-17 21:00:00,104,3.2,177,19.2,Rainy,0
2026-05-17 21:00:00,105,3.35,173,23.7,Rainy,0
2026-05-17 22:00:00,101,2.79,108,51.3,Sunny,0
2026-05-17 22:00:00,102,1.69,71,49.0,Sunny,0
2026-05-17 22:00:00,103,1.53,146,48.3,Sunny,0
2026-05-17 22:00:00,104,1.42,41,52.5,Sunny,0
2026-05-17 22:00:00,105,0.67,80,57.6,Sunny,0
2026-05-17 23:00:00,101,1.16,25,63.4,Sunny,0
2026-05-17 23:00:00,102,1.17,5,63.5,Sunny,0
2026-05-17 23:00:00,103,0.18,5,79.9,Sunny,0
2026-05-17 23:00:00,104,0.34,42,73.5,Sunny,0
2026-05-17 23:00:00,105,0.54,23,75.0,Sunny,0
2026-05-18 00:00:00,101,1.38,35,37.3,Rainy,0
2026-05-18 00:00:00,102,0.91,42,39.1,Rainy,0
2026-05-18 00:00:00,103,1.41,35,41.3,Rainy,0
2026-05-18 00:00:00,104,0.91,11,40.2,Rainy,0
2026-05-18 00:00:00,105,1.17,5,37.2,Rainy,0
2026-05-18 01:00:00,101,0.84,42,57.9,Sunny,0
2026-05-18 01:00:00,102,1.16,5,50.5,Sunny,0
2026-05-18 01:00:00,103,0.74,11,57.2,Sunny,0
2026-05-18 01:00:00,104,0.44,56,53.5,Sunny,0
2026-05-18 01:00:00,105,0.75,38,58.9,Sunny,0
2026-05-18 02:00:00,101,1.43,55,51.5,Sunny,0
2026-05-18 02:00:00,102,0.68,5,56.7,Sunny,0
2026-05-18 02:00:00,103,0.53,53,57.9,Sunny,0
2026-05-18 02:00:00,104,0.22,5,65.8,Sunny,0
2026-05-18 02:00:00,105,0.62,5,58.3,Sunny,0
2026-05-18 03:00:00,101,2.1,28,43.0,Foggy,0
2026-05-18 03:00:00,102,1.82,5,40.8,Foggy,0
2026-05-18 03:00:00,103,1.43,11,45.2,Foggy,0
2026-05-18 03:00:00,104,0.45,10,47.9,Foggy,0
2026-05-18 03:00:00,105,1.01,26,46.5,Foggy,0
2026-05-18 04:00:00,101,2.35,81,35.3,Foggy,0
2026-05-18 04:00:00,102,1.17,99,44.0,Foggy,0
2026-05-18 04:00:00,103,1.84,18,41.7,Foggy,0
2026-05-18 04:00:00,104,1.1,19,47.0,Foggy,0
2026-05-18 04:00:00,105,1.39,40,44.7,Foggy,0
2026-05-18 05:00:00,101,1.79,53,49.2,Sunny,0
2026-05-18 05:00:00,102,1.91,48,49.9,Sunny,0
2026-05-18 05:00:00,103,0.03,5,66.5,Sunny,0
2026-05-18 05:00:00,104,1.33,20,49.2,Sunny,0
2026-05-18 05:00:00,105,0.2,5,56.9,Sunny,0
2026-05-18 06:00:00,101,4.01,211,30.5,Sunny,0
2026-05-18 06:00:00,102,3.2,127,35.7,Sunny,0
2026-05-18 06:00:00,103,3.06,146,38.2,Sunny,0
2026-05-18 06:00:00,104,1.72,121,42.8,Sunny,0
2026-05-18 06:00:00,105,1.96,87,41.0,Sunny,0
2026-05-18 07:00:00,101,6.84,386,18.3,Sunny,0
2026-05-18 07:00:00,102,6.32,376,20.5,Sunny,0
2026-05-18 07:00:00,103,4.9,284,21.5,Sunny,0
2026-05-18 07:00:00,104,3.9,259,25.2,Sunny,0
2026-05-18 07:00:00,105,3.75,201,25.0,Sunny,0
2026-05-18 08:00:00,101,10.0,665,10.8,Sunny,1
2026-05-18 08:00:00,102,10.0,650,9.3,Sunny,1
2026-05-18 08:00:00,103,8.26,469,9.4,Sunny,1
2026-05-18 08:00:00,104,6.21,375,10.8,Sunny,1
2026-05-18 08:00:00,105,6.96,329,11.9,Sunny,1
2026-05-18 09:00:00,101,10.0,640,6.3,Sunny,1
2026-05-18 09:00:00,102,10.0,656,10.4,Sunny,1
2026-05-18 09:00:00,103,8.23,471,9.1,Sunny,1
2026-05-18 09:00:00,104,6.29,309,12.7,Sunny,1
2026-05-18 09:00:00,105,7.09,372,9.2,Sunny,1
2026-05-18 10:00:00,101,10.0,657,7.7,Sunny,1
2026-05-18 10:00:00,102,10.0,635,12.6,Sunny,1
2026-05-18 10:00:00,103,8.83,471,8.7,Sunny,1
2026-05-18 10:00:00,104,6.11,359,8.3,Sunny,1
2026-05-18 10:00:00,105,5.69,391,13.7,Sunny,1
2026-05-18 11:00:00,101,7.15,398,24.5,Sunny,0
2026-05-18 11:00:00,102,6.71,421,16.9,Sunny,0
2026-05-18 11:00:00,103,4.95,296,23.0,Sunny,0
2026-05-18 11:00:00,104,3.25,242,29.2,Sunny,0
2026-05-18 11:00:00,105,3.48,196,24.2,Sunny,0
2026-05-18 12:00:00,101,6.92,385,19.8,Sunny,0
2026-05-18 12:00:00,102,6.29,449,21.2,Sunny,0
2026-05-18 12:00:00,103,5.5,312,22.1,Sunny,0
2026-05-18 12:00:00,104,3.74,206,24.4,Sunny,0
2026-05-18 12:00:00,105,3.38,197,31.6,Sunny,0
2026-05-18 13:00:00,101,6.83,436,18.2,Sunny,0
2026-05-18 13:00:00,102,6.22,375,20.0,Sunny,0
2026-05-18 13:00:00,103,5.05,296,21.0,Sunny,0
2026-05-18 13:00:00,104,3.82,229,27.1,Sunny,0
2026-05-18 13:00:00,105,4.37,215,27.3,Sunny,0
2026-05-18 14:00:00,101,6.75,361,24.8,Sunny,0
2026-05-18 14:00:00,102,7.63,415,19.4,Sunny,0
2026-05-18 14:00:00,103,4.93,288,26.2,Sunny,0
2026-05-18 14:00:00,104,3.77,266,25.6,Sunny,0
2026-05-18 14:00:00,105,3.62,209,24.0,Sunny,0
2026-05-18 15:00:00,101,6.93,367,18.1,Sunny,0
2026-05-18 15:00:00,102,7.25,376,21.8,Sunny,0
2026-05-18 15:00:00,103,4.21,336,21.4,Sunny,0
2026-05-18 15:00:00,104,3.43,242,26.9,Sunny,0
2026-05-18 15:00:00,105,4.14,193,24.0,Sunny,0
2026-05-18 16:00:00,101,6.47,372,22.2,Sunny,0
2026-05-18 16:00:00,102,7.1,391,23.7,Sunny,0
2026-05-18 16:00:00,103,4.73,337,25.0,Sunny,0
2026-05-18 16:00:00,104,3.29,274,25.5,Sunny,0
2026-05-18 16:00:00,105,4.26,228,25.4,Sunny,0
2026-05-18 17:00:00,101,10.0,661,7.5,Sunny,1
2026-05-18 17:00:00,102,10.0,651,8.9,Sunny,1
2026-05-18 17:00:00,103,8.08,485,14.2,Sunny,1
2026-05-18 17:00:00,104,6.0,390,9.2,Sunny,1
2026-05-18 17:00:00,105,5.77,441,12.2,Sunny,1
2026-05-18 18:00:00,101,10.0,654,11.9,Sunny,1
2026-05-18 18:00:00,102,10.0,660,5.7,Sunny,1
2026-05-18 18:00:00,103,8.55,474,10.7,Sunny,1
2026-05-18 18:00:00,104,5.43,375,5.6,Sunny,1
2026-05-18 18:00:00,105,6.01,317,12.3,Sunny,1
2026-05-18 19:00:00,101,10.0,876,9.5,Rainy,1
2026-05-18 19:00:00,102,10.0,820,7.2,Rainy,1
2026-05-18 19:00:00,103,10.0,650,5.0,Rainy,1
2026-05-18 19:00:00,104,8.0,491,5.0,Rainy,1
2026-05-18 19:00:00,105,8.63,473,6.5,Rainy,1
2026-05-18 20:00:00,101,7.18,419,19.6,Sunny,0
2026-05-18 20:00:00,102,6.32,403,19.2,Sunny,0
2026-05-18 20:00:00,103,5.12,257,24.9,Sunny,0
2026-05-18 20:00:00,104,3.79,280,28.7,Sunny,0
2026-05-18 20:00:00,105,4.01,221,23.2,Sunny,0
2026-05-18 21:00:00,101,7.1,394,22.8,Sunny,0
2026-05-18 21:00:00,102,6.88,410,21.6,Sunny,0
2026-05-18 21:00:00,103,4.67,274,21.0,Sunny,0
2026-05-18 21:00:00,104,4.2,201,22.5,Sunny,0
2026-05-18 21:00:00,105,4.0,218,24.1,Sunny,0
2026-05-18 22:00:00,101,3.01,101,33.9,Sunny,0
2026-05-18 22:00:00,102,3.67,146,29.5,Sunny,0
2026-05-18 22:00:00,103,2.0,128,40.9,Sunny,0
2026-05-18 22:00:00,104,1.68,72,37.8,Sunny,0
2026-05-18 22:00:00,105,1.95,110,43.4,Sunny,0
2026-05-18 23:00:00,101,0.68,66,57.5,Sunny,0
2026-05-18 23:00:00,102,1.13,54,53.4,Sunny,0
2026-05-18 23:00:00,103,0.0,41,63.4,Sunny,0
2026-05-18 23:00:00,104,0.49,33,61.0,Sunny,0
2026-05-18 23:00:00,105,0.03,18,56.6,Sunny,0
2026-05-19 00:00:00,101,1.07,22,56.4,Sunny,0
2026-05-19 00:00:00,102,0.69,21,49.5,Sunny,0
2026-05-19 00:00:00,103,1.06,21,55.4,Sunny,0
2026-05-19 00:00:00,104,0.03,27,66.4,Sunny,0
2026-05-19 00:00:00,105,0.56,34,56.3,Sunny,0
2026-05-19 01:00:00,101,1.09,5,57.0,Sunny,0
