timestamp,grid_zone_id,power_consumption_kwh,outage_duration_min,load_factor,peak_demand_kwh
2026-05-12 03:00:00,Palasia Grid (Sub),261.59,0,0.398,303.91
2026-05-12 03:00:00,Bhawarkua Grid (Edu),188.0,0,0.316,218.74
2026-05-12 04:00:00,Vijay Nagar Grid (Res),235.47,0,0.367,270.32
2026-05-12 04:00:00,Pithampur Hub (Ind),711.72,0,0.344,832.11
2026-05-12 04:00:00,Rajwada Central (Comm),187.01,0,0.15,211.61
2026-05-12 04:00:00,Palasia Grid (Sub),257.03,0,0.373,295.27
2026-05-12 04:00:00,Bhawarkua Grid (Edu),179.79,0,0.289,205.54
2026-05-12 05:00:00,Vijay Nagar Grid (Res),262.58,0,0.389,300.57
2026-05-12 05:00:00,Pithampur Hub (Ind),803.89,0,0.395,953.48
2026-05-12 05:00:00,Rajwada Central (Comm),246.84,0,0.215,280.32
2026-05-12 05:00:00,Palasia Grid (Sub),271.79,0,0.397,308.94
2026-05-12 05:00:00,Bhawarkua Grid (Edu),169.67,0,0.264,193.74
2026-05-12 06:00:00,Vijay Nagar Grid (Res),501.3,0,0.734,606.91
2026-05-12 06:00:00,Pithampur Hub (Ind),801.61,0,0.378,901.21
2026-05-12 06:00:00,Rajwada Central (Comm),212.03,0,0.187,239.21
2026-05-12 06:00:00,Palasia Grid (Sub),482.95,0,0.732,543.56
2026-05-12 06:00:00,Bhawarkua Grid (Edu),201.74,0,0.286,233.24
2026-05-12 07:00:00,Vijay Nagar Grid (Res),460.36,0,0.693,519.85
2026-05-12 07:00:00,Pithampur Hub (Ind),723.6,0,0.338,853.66
2026-05-12 07:00:00,Rajwada Central (Comm),188.92,0,0.165,219.26
2026-05-12 07:00:00,Palasia Grid (Sub),445.06,0,0.661,499.23
2026-05-12 07:00:00,Bhawarkua Grid (Edu),161.67,0,0.242,181.74
2026-05-12 08:00:00,Vijay Nagar Grid (Res),467.5,0,0.674,533.24
2026-05-12 08:00:00,Pithampur Hub (Ind),1245.84,0,0.607,1424.33
2026-05-12 08:00:00,Rajwada Central (Comm),171.36,0,0.191,192.01
2026-05-12 08:00:00,Palasia Grid (Sub),479.22,0,0.722,549.01
2026-05-12 08:00:00,Bhawarkua Grid (Edu),181.73,0,0.294,206.66
2026-05-12 09:00:00,Vijay Nagar Grid (Res),480.21,0,0.696,579.08
2026-05-12 09:00:00,Pithampur Hub (Ind),1072.88,0,0.513,1259.03
2026-05-12 09:00:00,Rajwada Central (Comm),220.3,0,0.197,255.06
2026-05-12 09:00:00,Palasia Grid (Sub),458.31,0,0.651,524.81
2026-05-12 09:00:00,Bhawarkua Grid (Edu),421.47,0,0.657,484.11
2026-05-12 10:00:00,Vijay Nagar Grid (Res),284.42,0,0.43,338.4
2026-05-12 10:00:00,Pithampur Hub (Ind),1310.7,0,0.625,1545.15
2026-05-12 10:00:00,Rajwada Central (Comm),963.34,0,0.851,1084.58
2026-05-12 10:00:00,Palasia Grid (Sub),285.44,0,0.433,325.64
2026-05-12 10:00:00,Bhawarkua Grid (Edu),453.35,0,0.717,533.05
2026-05-12 11:00:00,Vijay Nagar Grid (Res),235.19,0,0.348,266.75
2026-05-12 11:00:00,Pithampur Hub (Ind),1296.6,0,0.656,1522.46
2026-05-12 11:00:00,Rajwada Central (Comm),995.93,0,0.867,1144.33
2026-05-12 11:00:00,Palasia Grid (Sub),260.54,0,0.363,314.77
2026-05-12 11:00:00,Bhawarkua Grid (Edu),445.1,0,0.677,510.86
2026-05-12 12:00:00,Vijay Nagar Grid (Res),269.34,0,0.41,306.38
2026-05-12 12:00:00,Pithampur Hub (Ind),1335.2,0,0.66,1572.4
2026-05-12 12:00:00,Rajwada Central (Comm),971.9,0,0.87,1149.05
2026-05-12 12:00:00,Palasia Grid (Sub),263.41,0,0.403,295.48
2026-05-12 12:00:00,Bhawarkua Grid (Edu),416.91,0,0.639,481.84
2026-05-12 13:00:00,Vijay Nagar Grid (Res),288.48,0,0.419,341.72
2026-05-12 13:00:00,Pithampur Hub (Ind),1317.8,0,0.656,1481.15
2026-05-12 13:00:00,Rajwada Central (Comm),954.13,0,0.857,1097.84
2026-05-12 13:00:00,Palasia Grid (Sub),261.62,0,0.415,294.04
2026-05-12 13:00:00,Bhawarkua Grid (Edu),432.77,0,0.667,494.46
2026-05-12 14:00:00,Vijay Nagar Grid (Res),235.16,0,0.348,267.31
2026-05-12 14:00:00,Pithampur Hub (Ind),1327.17,0,0.678,1493.3
2026-05-12 14:00:00,Rajwada Central (Comm),1001.64,0,0.904,1138.48
2026-05-12 14:00:00,Palasia Grid (Sub),261.92,0,0.389,294.72
2026-05-12 14:00:00,Bhawarkua Grid (Edu),478.05,0,0.749,537.62
2026-05-12 15:00:00,Vijay Nagar Grid (Res),274.54,0,0.406,319.74
2026-05-12 15:00:00,Pithampur Hub (Ind),1263.37,0,0.651,1423.69
2026-05-12 15:00:00,Rajwada Central (Comm),945.33,0,0.867,1107.68
2026-05-12 15:00:00,Palasia Grid (Sub),243.6,0,0.351,282.72
2026-05-12 15:00:00,Bhawarkua Grid (Edu),464.58,0,0.713,524.96
2026-05-12 16:00:00,Vijay Nagar Grid (Res),213.99,0,0.3,253.99
2026-05-12 16:00:00,Pithampur Hub (Ind),1171.28,0,0.584,1324.32
2026-05-12 16:00:00,Rajwada Central (Comm),906.53,0,0.811,1069.38
2026-05-12 16:00:00,Palasia Grid (Sub),252.48,0,0.377,295.17
2026-05-12 16:00:00,Bhawarkua Grid (Edu),405.28,0,0.651,471.37
2026-05-12 17:00:00,Vijay Nagar Grid (Res),255.4,0,0.382,290.85
2026-05-12 17:00:00,Pithampur Hub (Ind),1330.92,0,0.671,1510.69
2026-05-12 17:00:00,Rajwada Central (Comm),970.36,0,0.897,1106.7
2026-05-12 17:00:00,Palasia Grid (Sub),259.87,0,0.381,294.88
2026-05-12 17:00:00,Bhawarkua Grid (Edu),468.81,0,0.739,548.8
2026-05-12 18:00:00,Vijay Nagar Grid (Res),646.88,0,0.943,733.07
2026-05-12 18:00:00,Pithampur Hub (Ind),1293.01,0,0.636,1521.09
2026-05-12 18:00:00,Rajwada Central (Comm),1005.71,0,0.924,1127.31
2026-05-12 18:00:00,Palasia Grid (Sub),654.33,0,0.953,771.11
2026-05-12 18:00:00,Bhawarkua Grid (Edu),460.13,0,0.707,548.19
2026-05-12 19:00:00,Vijay Nagar Grid (Res),666.12,0,0.969,764.56
2026-05-12 19:00:00,Pithampur Hub (Ind),1225.22,0,0.606,1387.63
2026-05-12 19:00:00,Rajwada Central (Comm),949.18,0,0.861,1098.33
2026-05-12 19:00:00,Palasia Grid (Sub),653.63,0,0.964,771.09
2026-05-12 19:00:00,Bhawarkua Grid (Edu),166.73,0,0.245,189.97
2026-05-12 20:00:00,Vijay Nagar Grid (Res),647.85,0,0.957,736.61
2026-05-12 20:00:00,Pithampur Hub (Ind),808.84,0,0.368,930.49
2026-05-12 20:00:00,Rajwada Central (Comm),1011.61,0,0.906,1140.18
2026-05-12 20:00:00,Palasia Grid (Sub),405.95,22,0.6,476.35
2026-05-12 20:00:00,Bhawarkua Grid (Edu),202.43,0,0.312,245.43
2026-05-12 21:00:00,Vijay Nagar Grid (Res),634.03,0,0.947,719.95
2026-05-12 21:00:00,Pithampur Hub (Ind),932.12,0,0.468,1091.9
2026-05-12 21:00:00,Rajwada Central (Comm),1011.58,0,0.927,1151.88
2026-05-12 21:00:00,Palasia Grid (Sub),614.19,0,0.921,730.34
2026-05-12 21:00:00,Bhawarkua Grid (Edu),207.01,0,0.333,236.47
2026-05-12 22:00:00,Vijay Nagar Grid (Res),656.95,0,0.962,783.46
2026-05-12 22:00:00,Pithampur Hub (Ind),876.44,0,0.436,1030.82
2026-05-12 22:00:00,Rajwada Central (Comm),917.99,0,0.832,1033.85
2026-05-12 22:00:00,Palasia Grid (Sub),636.16,0,0.944,731.46
2026-05-12 22:00:00,Bhawarkua Grid (Edu),200.45,0,0.321,245.83
2026-05-12 23:00:00,Vijay Nagar Grid (Res),638.9,0,0.943,734.69
2026-05-12 23:00:00,Pithampur Hub (Ind),866.35,0,0.398,973.63
2026-05-12 23:00:00,Rajwada Central (Comm),188.25,0,0.186,219.87
2026-05-12 23:00:00,Palasia Grid (Sub),639.96,0,0.954,736.22
2026-05-12 23:00:00,Bhawarkua Grid (Edu),187.65,0,0.308,215.66
2026-05-13 00:00:00,Vijay Nagar Grid (Res),271.71,0,0.413,319.19
2026-05-13 00:00:00,Pithampur Hub (Ind),902.54,0,0.418,1024.34
2026-05-13 00:00:00,Rajwada Central (Comm),182.81,0,0.181,207.16
2026-05-13 00:00:00,Palasia Grid (Sub),288.65,0,0.442,324.82
2026-05-13 00:00:00,Bhawarkua Grid (Edu),208.32,0,0.321,242.39
2026-05-13 01:00:00,Vijay Nagar Grid (Res),252.68,0,0.37,314.41
2026-05-13 01:00:00,Pithampur Hub (Ind),906.42,0,0.443,1050.14
2026-05-13 01:00:00,Rajwada Central (Comm),199.17,0,0.157,223.71
2026-05-13 01:00:00,Palasia Grid (Sub),258.08,0,0.369,293.08
2026-05-13 01:00:00,Bhawarkua Grid (Edu),190.4,0,0.258,215.99
2026-05-13 02:00:00,Vijay Nagar Grid (Res),269.66,0,0.404,305.06
2026-05-13 02:00:00,Pithampur Hub (Ind),934.28,0,0.466,1062.01
2026-05-13 02:00:00,Rajwada Central (Comm),162.79,0,0.15,184.93
2026-05-13 02:00:00,Palasia Grid (Sub),271.55,0,0.401,304.75
2026-05-13 02:00:00,Bhawarkua Grid (Edu),184.85,0,0.294,212.76
2026-05-13 03:00:00,Vijay Nagar Grid (Res),259.69,0,0.383,296.84
2026-05-13 03:00:00,Pithampur Hub (Ind),800.72,0,0.377,898.4
2026-05-13 03:00:00,Rajwada Central (Comm),200.38,0,0.181,246.18
2026-05-13 03:00:00,Palasia Grid (Sub),265.32,0,0.429,306.9
2026-05-13 03:00:00,Bhawarkua Grid (Edu),160.27,0,0.242,180.75
2026-05-13 04:00:00,Vijay Nagar Grid (Res),228.87,0,0.318,264.5
2026-05-13 04:00:00,Pithampur Hub (Ind),800.82,0,0.404,900.5
2026-05-13 04:00:00,Rajwada Central (Comm),200.15,0,0.171,226.91
2026-05-13 04:00:00,Palasia Grid (Sub),228.17,0,0.312,257.88
2026-05-13 04:00:00,Bhawarkua Grid (Edu),195.9,0,0.326,220.32
2026-05-13 05:00:00,Vijay Nagar Grid (Res),256.5,0,0.404,289.81
2026-05-13 05:00:00,Pithampur Hub (Ind),815.11,0,0.414,968.72
2026-05-13 05:00:00,Rajwada Central (Comm),192.12,0,0.173,219.13
2026-05-13 05:00:00,Palasia Grid (Sub),250.52,0,0.366,281.52
2026-05-13 05:00:00,Bhawarkua Grid (Edu),186.13,0,0.285,214.67
2026-05-13 06:00:00,Vijay Nagar Grid (Res),529.3,0,0.786,627.61
2026-05-13 06:00:00,Pithampur Hub (Ind),860.63,0,0.409,1032.46
2026-05-13 06:00:00,Rajwada Central (Comm),194.76,0,0.173,229.97
2026-05-13 06:00:00,Palasia Grid (Sub),539.34,0,0.79,629.44
2026-05-13 06:00:00,Bhawarkua Grid (Edu),163.19,0,0.237,184.87
2026-05-13 07:00:00,Vijay Nagar Grid (Res),517.64,0,0.747,587.87
2026-05-13 07:00:00,Pithampur Hub (Ind),922.41,0,0.469,1097.77
2026-05-13 07:00:00,Rajwada Central (Comm),177.06,0,0.172,203.29
2026-05-13 07:00:00,Palasia Grid (Sub),543.49,0,0.799,625.73
2026-05-13 07:00:00,Bhawarkua Grid (Edu),176.29,0,0.273,197.99
2026-05-13 08:00:00,Vijay Nagar Grid (Res),524.36,0,0.75,614.43
2026-05-13 08:00:00,Pithampur Hub (Ind),1255.07,0,0.635,1421.88
2026-05-13 08:00:00,Rajwada Central (Comm),242.98,0,0.194,283.57
2026-05-13 08:00:00,Palasia Grid (Sub),503.51,0,0.724,597.28
2026-05-13 08:00:00,Bhawarkua Grid (Edu),201.44,0,0.29,227.24
2026-05-13 09:00:00,Vijay Nagar Grid (Res),542.48,0,0.806,608.24
2026-05-13 09:00:00,Pithampur Hub (Ind),1375.24,0,0.68,1631.57
2026-05-13 09:00:00,Rajwada Central (Comm),197.5,0,0.186,222.96
2026-05-13 09:00:00,Palasia Grid (Sub),513.52,0,0.762,578.92
2026-05-13 09:00:00,Bhawarkua Grid (Edu),425.72,0,0.639,482.09
2026-05-13 10:00:00,Vijay Nagar Grid (Res),271.93,0,0.388,312.58
2026-05-13 10:00:00,Pithampur Hub (Ind),1344.02,0,0.656,1528.25
2026-05-13 10:00:00,Rajwada Central (Comm),985.52,0,0.905,1140.21
2026-05-13 10:00:00,Palasia Grid (Sub),243.33,0,0.347,286.9
2026-05-13 10:00:00,Bhawarkua Grid (Edu),469.42,0,0.736,540.67
2026-05-13 11:00:00,Vijay Nagar Grid (Res),278.21,0,0.411,315.81
2026-05-13 11:00:00,Pithampur Hub (Ind),1346.93,0,0.66,1592.03
2026-05-13 11:00:00,Rajwada Central (Comm),1014.89,0,0.932,1188.52
2026-05-13 11:00:00,Palasia Grid (Sub),242.48,0,0.337,273.39
2026-05-13 11:00:00,Bhawarkua Grid (Edu),470.03,0,0.723,538.58
2026-05-13 12:00:00,Vijay Nagar Grid (Res),261.66,0,0.373,295.84
2026-05-13 12:00:00,Pithampur Hub (Ind),1308.32,0,0.631,1471.36
2026-05-13 12:00:00,Rajwada Central (Comm),998.08,0,0.88,1124.56
2026-05-13 12:00:00,Palasia Grid (Sub),226.42,0,0.329,259.88
2026-05-13 12:00:00,Bhawarkua Grid (Edu),471.54,0,0.722,538.22
2026-05-13 13:00:00,Vijay Nagar Grid (Res),256.32,0,0.36,288.75
2026-05-13 13:00:00,Pithampur Hub (Ind),1271.88,0,0.632,1460.96
2026-05-13 13:00:00,Rajwada Central (Comm),966.69,0,0.882,1107.26
2026-05-13 13:00:00,Palasia Grid (Sub),269.44,0,0.4,313.48
2026-05-13 13:00:00,Bhawarkua Grid (Edu),455.52,0,0.703,517.85
2026-05-13 14:00:00,Vijay Nagar Grid (Res),261.19,0,0.371,292.89
2026-05-13 14:00:00,Pithampur Hub (Ind),1305.61,0,0.633,1520.59
2026-05-13 14:00:00,Rajwada Central (Comm),945.28,0,0.876,1063.06
2026-05-13 14:00:00,Palasia Grid (Sub),289.0,0,0.453,337.89
2026-05-13 14:00:00,Bhawarkua Grid (Edu),436.52,0,0.697,491.11
2026-05-13 15:00:00,Vijay Nagar Grid (Res),255.56,0,0.37,289.81
2026-05-13 15:00:00,Pithampur Hub (Ind),1339.17,0,0.691,1587.69
2026-05-13 15:00:00,Rajwada Central (Comm),1025.53,0,0.951,1155.88
2026-05-13 15:00:00,Palasia Grid (Sub),252.04,0,0.35,291.44
2026-05-13 15:00:00,Bhawarkua Grid (Edu),446.77,0,0.69,500.91
2026-05-13 16:00:00,Vijay Nagar Grid (Res),272.18,0,0.41,307.44
2026-05-13 16:00:00,Pithampur Hub (Ind),1317.91,0,0.663,1520.31
2026-05-13 16:00:00,Rajwada Central (Comm),986.57,0,0.887,1148.59
2026-05-13 16:00:00,Palasia Grid (Sub),273.36,0,0.398,327.13
2026-05-13 16:00:00,Bhawarkua Grid (Edu),457.44,0,0.698,525.46
2026-05-13 17:00:00,Vijay Nagar Grid (Res),263.45,0,0.362,298.18
2026-05-13 17:00:00,Pithampur Hub (Ind),1402.33,0,0.685,1571.07
2026-05-13 17:00:00,Rajwada Central (Comm),966.08,0,0.875,1141.53
2026-05-13 17:00:00,Palasia Grid (Sub),276.89,0,0.399,310.92
2026-05-13 17:00:00,Bhawarkua Grid (Edu),455.88,0,0.712,518.43
2026-05-13 18:00:00,Vijay Nagar Grid (Res),638.47,0,0.92,718.01
2026-05-13 18:00:00,Pithampur Hub (Ind),1302.6,0,0.625,1499.99
2026-05-13 18:00:00,Rajwada Central (Comm),975.5,0,0.867,1169.82
2026-05-13 18:00:00,Palasia Grid (Sub),646.66,0,0.963,751.37
2026-05-13 18:00:00,Bhawarkua Grid (Edu),449.37,0,0.704,537.98
2026-05-13 19:00:00,Vijay Nagar Grid (Res),655.4,0,0.963,747.85
2026-05-13 19:00:00,Pithampur Hub (Ind),1316.63,0,0.673,1539.1
2026-05-13 19:00:00,Rajwada Central (Comm),907.12,0,0.829,1026.2
2026-05-13 19:00:00,Palasia Grid (Sub),649.48,0,0.964,746.72
2026-05-13 19:00:00,Bhawarkua Grid (Edu),188.24,0,0.276,222.02
2026-05-13 20:00:00,Vijay Nagar Grid (Res),645.24,0,0.955,730.51
2026-05-13 20:00:00,Pithampur Hub (Ind),789.13,0,0.396,940.17
2026-05-13 20:00:00,Rajwada Central (Comm),934.54,0,0.847,1075.08
2026-05-13 20:00:00,Palasia Grid (Sub),628.02,0,0.935,704.52
2026-05-13 20:00:00,Bhawarkua Grid (Edu),179.17,0,0.24,201.38
2026-05-13 21:00:00,Vijay Nagar Grid (Res),638.83,0,0.959,724.14
2026-05-13 21:00:00,Pithampur Hub (Ind),814.56,0,0.376,940.8
2026-05-13 21:00:00,Rajwada Central (Comm),978.05,0,0.879,1116.59
2026-05-13 21:00:00,Palasia Grid (Sub),659.9,0,0.99,755.63
2026-05-13 21:00:00,Bhawarkua Grid (Edu),155.07,0,0.237,175.08
2026-05-13 22:00:00,Vijay Nagar Grid (Res),641.16,0,0.919,757.42
2026-05-13 22:00:00,Pithampur Hub (Ind),750.7,0,0.357,871.47
2026-05-13 22:00:00,Rajwada Central (Comm),947.06,0,0.824,1063.0
2026-05-13 22:00:00,Palasia Grid (Sub),662.63,0,0.972,768.86
2026-05-13 22:00:00,Bhawarkua Grid (Edu),211.43,0,0.34,243.94
2026-05-13 23:00:00,Vijay Nagar Grid (Res),645.16,0,0.965,745.9
2026-05-13 23:00:00,Pithampur Hub (Ind),845.84,0,0.409,987.69
2026-05-13 23:00:00,Rajwada Central (Comm),199.32,0,0.187,223.59
2026-05-13 23:00:00,Palasia Grid (Sub),626.94,0,0.953,714.45
2026-05-13 23:00:00,Bhawarkua Grid (Edu),198.49,0,0.319,242.08
2026-05-14 00:00:00,Vijay Nagar Grid (Res),273.27,0,0.402,308.94
2026-05-14 00:00:00,Pithampur Hub (Ind),834.1,0,0.418,1010.34
2026-05-14 00:00:00,Rajwada Central (Comm),195.83,0,0.184,236.26
2026-05-14 00:00:00,Palasia Grid (Sub),238.4,0,0.357,271.62
2026-05-14 00:00:00,Bhawarkua Grid (Edu),197.36,0,0.319,226.85
2026-05-14 01:00:00,Vijay Nagar Grid (Res),291.28,0,0.448,335.42
2026-05-14 01:00:00,Pithampur Hub (Ind),822.87,0,0.395,936.09
2026-05-14 01:00:00,Rajwada Central (Comm),184.75,0,0.159,221.08
2026-05-14 01:00:00,Palasia Grid (Sub),268.76,0,0.408,321.19
2026-05-14 01:00:00,Bhawarkua Grid (Edu),191.26,0,0.287,222.4
2026-05-14 02:00:00,Vijay Nagar Grid (Res),255.67,0,0.37,316.57
2026-05-14 02:00:00,Pithampur Hub (Ind),628.24,0,0.286,713.07
2026-05-14 02:00:00,Rajwada Central (Comm),169.61,0,0.161,197.68
2026-05-14 02:00:00,Palasia Grid (Sub),237.49,0,0.363,267.36
2026-05-14 02:00:00,Bhawarkua Grid (Edu),163.94,0,0.241,191.12
2026-05-14 03:00:00,Vijay Nagar Grid (Res),238.08,0,0.374,266.87
2026-05-14 03:00:00,Pithampur Hub (Ind),790.14,0,0.4,901.02
2026-05-14 03:00:00,Rajwada Central (Comm),205.81,0,0.197,231.84
2026-05-14 03:00:00,Palasia Grid (Sub),267.34,0,0.414,301.59
2026-05-14 03:00:00,Bhawarkua Grid (Edu),202.46,0,0.28,229.38
2026-05-14 04:00:00,Vijay Nagar Grid (Res),300.37,0,0.415,360.44
2026-05-14 04:00:00,Pithampur Hub (Ind),874.61,0,0.403,980.98
2026-05-14 04:00:00,Rajwada Central (Comm),205.46,0,0.2,233.69
2026-05-14 04:00:00,Palasia Grid (Sub),271.14,0,0.42,313.29
2026-05-14 04:00:00,Bhawarkua Grid (Edu),208.14,0,0.316,238.82
2026-05-14 05:00:00,Vijay Nagar Grid (Res),296.8,0,0.42,337.42
2026-05-14 05:00:00,Pithampur Hub (Ind),786.48,0,0.404,943.05
2026-05-14 05:00:00,Rajwada Central (Comm),180.23,0,0.198,205.43
2026-05-14 05:00:00,Palasia Grid (Sub),259.02,0,0.4,291.54
2026-05-14 05:00:00,Bhawarkua Grid (Edu),159.11,0,0.23,186.59
2026-05-14 06:00:00,Vijay Nagar Grid (Res),543.54,0,0.769,629.41
2026-05-14 06:00:00,Pithampur Hub (Ind),807.73,0,0.39,934.67
2026-05-14 06:00:00,Rajwada Central (Comm),197.75,0,0.17,224.87
2026-05-14 06:00:00,Palasia Grid (Sub),501.88,0,0.75,589.95
2026-05-14 06:00:00,Bhawarkua Grid (Edu),195.8,0,0.318,234.89
2026-05-14 07:00:00,Vijay Nagar Grid (Res),528.01,0,0.78,627.07
2026-05-14 07:00:00,Pithampur Hub (Ind),910.69,0,0.449,1031.24
2026-05-14 07:00:00,Rajwada Central (Comm),205.28,0,0.187,229.98
2026-05-14 07:00:00,Palasia Grid (Sub),514.17,0,0.767,606.72
2026-05-14 07:00:00,Bhawarkua Grid (Edu),166.87,0,0.246,195.23
2026-05-14 08:00:00,Vijay Nagar Grid (Res),527.12,0,0.766,607.26
2026-05-14 08:00:00,Pithampur Hub (Ind),1316.19,0,0.651,1545.78
2026-05-14 08:00:00,Rajwada Central (Comm),248.37,0,0.223,300.06
2026-05-14 08:00:00,Palasia Grid (Sub),521.27,0,0.771,604.24
2026-05-14 08:00:00,Bhawarkua Grid (Edu),207.08,0,0.344,242.58
2026-05-14 09:00:00,Vijay Nagar Grid (Res),521.96,0,0.786,606.89
2026-05-14 09:00:00,Pithampur Hub (Ind),1230.14,0,0.581,1383.75
2026-05-14 09:00:00,Rajwada Central (Comm),247.56,0,0.201,288.81
2026-05-14 09:00:00,Palasia Grid (Sub),511.95,0,0.738,597.43
2026-05-14 09:00:00,Bhawarkua Grid (Edu),425.01,0,0.65,509.34
2026-05-14 10:00:00,Vijay Nagar Grid (Res),268.88,0,0.413,307.65
2026-05-14 10:00:00,Pithampur Hub (Ind),1279.56,0,0.635,1437.4
2026-05-14 10:00:00,Rajwada Central (Comm),973.56,0,0.906,1121.74
2026-05-14 10:00:00,Palasia Grid (Sub),244.91,0,0.373,281.32
2026-05-14 10:00:00,Bhawarkua Grid (Edu),440.13,0,0.683,524.52
2026-05-14 11:00:00,Vijay Nagar Grid (Res),264.77,0,0.382,299.14
2026-05-14 11:00:00,Pithampur Hub (Ind),1265.28,0,0.638,1430.4
2026-05-14 11:00:00,Rajwada Central (Comm),1000.83,0,0.904,1168.56
2026-05-14 11:00:00,Palasia Grid (Sub),230.11,0,0.338,268.73
2026-05-14 11:00:00,Bhawarkua Grid (Edu),425.89,0,0.661,486.83
2026-05-14 12:00:00,Vijay Nagar Grid (Res),253.85,0,0.388,294.51
2026-05-14 12:00:00,Pithampur Hub (Ind),1290.33,0,0.627,1505.11
2026-05-14 12:00:00,Rajwada Central (Comm),983.26,0,0.893,1101.34
2026-05-14 12:00:00,Palasia Grid (Sub),261.61,0,0.372,307.96
2026-05-14 12:00:00,Bhawarkua Grid (Edu),462.75,0,0.713,537.37
2026-05-14 13:00:00,Vijay Nagar Grid (Res),248.4,0,0.379,286.77
2026-05-14 13:00:00,Pithampur Hub (Ind),1351.82,0,0.662,1550.92
2026-05-14 13:00:00,Rajwada Central (Comm),1009.38,0,0.909,1141.43
2026-05-14 13:00:00,Palasia Grid (Sub),246.39,0,0.359,302.24
2026-05-14 13:00:00,Bhawarkua Grid (Edu),446.44,0,0.668,503.9
2026-05-14 14:00:00,Vijay Nagar Grid (Res),250.47,0,0.364,301.87
2026-05-14 14:00:00,Pithampur Hub (Ind),1270.97,0,0.625,1434.64
2026-05-14 14:00:00,Rajwada Central (Comm),950.3,0,0.877,1126.92
2026-05-14 14:00:00,Palasia Grid (Sub),279.19,0,0.396,320.54
2026-05-14 14:00:00,Bhawarkua Grid (Edu),425.19,0,0.655,478.09
2026-05-14 15:00:00,Vijay Nagar Grid (Res),272.47,0,0.427,318.89
2026-05-14 15:00:00,Pithampur Hub (Ind),1326.65,0,0.647,1493.88
2026-05-14 15:00:00,Rajwada Central (Comm),1015.67,0,0.921,1159.89
2026-05-14 15:00:00,Palasia Grid (Sub),267.58,0,0.397,307.9
2026-05-14 15:00:00,Bhawarkua Grid (Edu),484.45,0,0.749,552.88
2026-05-14 16:00:00,Vijay Nagar Grid (Res),264.06,0,0.357,306.76
2026-05-14 16:00:00,Pithampur Hub (Ind),1325.47,0,0.637,1505.9
2026-05-14 16:00:00,Rajwada Central (Comm),951.34,0,0.861,1130.47
2026-05-14 16:00:00,Palasia Grid (Sub),273.37,0,0.409,311.62
2026-05-14 16:00:00,Bhawarkua Grid (Edu),454.62,0,0.693,537.87
2026-05-14 17:00:00,Vijay Nagar Grid (Res),286.66,0,0.42,327.61
2026-05-14 17:00:00,Pithampur Hub (Ind),1237.03,0,0.61,1418.56
2026-05-14 17:00:00,Rajwada Central (Comm),962.53,0,0.886,1115.09
2026-05-14 17:00:00,Palasia Grid (Sub),290.7,0,0.412,349.39
2026-05-14 17:00:00,Bhawarkua Grid (Edu),446.0,0,0.696,501.95
2026-05-14 18:00:00,Vijay Nagar Grid (Res),642.93,0,0.941,732.97
2026-05-14 18:00:00,Pithampur Hub (Ind),1260.5,0,0.62,1465.04
2026-05-14 18:00:00,Rajwada Central (Comm),975.37,0,0.871,1098.11
2026-05-14 18:00:00,Palasia Grid (Sub),663.42,0,0.973,775.85
2026-05-14 18:00:00,Bhawarkua Grid (Edu),459.34,0,0.72,530.4
2026-05-14 19:00:00,Vijay Nagar Grid (Res),651.16,0,0.96,751.01
2026-05-14 19:00:00,Pithampur Hub (Ind),1272.8,0,0.619,1456.86
2026-05-14 19:00:00,Rajwada Central (Comm),958.09,0,0.86,1106.99
2026-05-14 19:00:00,Palasia Grid (Sub),664.97,0,0.975,762.63
2026-05-14 19:00:00,Bhawarkua Grid (Edu),214.02,0,0.317,246.2
2026-05-14 20:00:00,Vijay Nagar Grid (Res),638.51,0,0.96,735.37
2026-05-14 20:00:00,Pithampur Hub (Ind),850.29,0,0.426,975.6
2026-05-14 20:00:00,Rajwada Central (Comm),969.6,0,0.875,1128.38
2026-05-14 20:00:00,Palasia Grid (Sub),675.49,0,0.99,795.4
2026-05-14 20:00:00,Bhawarkua Grid (Edu),126.37,0,0.198,141.86
2026-05-14 21:00:00,Vijay Nagar Grid (Res),652.81,0,0.938,750.09
2026-05-14 21:00:00,Pithampur Hub (Ind),739.9,0,0.378,877.48
2026-05-14 21:00:00,Rajwada Central (Comm),1006.85,0,0.929,1141.11
2026-05-14 21:00:00,Palasia Grid (Sub),647.01,0,0.951,762.92
2026-05-14 21:00:00,Bhawarkua Grid (Edu),198.55,0,0.325,224.94
2026-05-14 22:00:00,Vijay Nagar Grid (Res),650.22,0,0.943,752.12
2026-05-14 22:00:00,Pithampur Hub (Ind),840.49,0,0.412,957.12
2026-05-14 22:00:00,Rajwada Central (Comm),1014.76,0,0.926,1180.46
2026-05-14 22:00:00,Palasia Grid (Sub),628.51,0,0.923,716.4
2026-05-14 22:00:00,Bhawarkua Grid (Edu),172.34,0,0.272,199.15
2026-05-14 23:00:00,Vijay Nagar Grid (Res),632.0,0,0.959,726.61
2026-05-14 23:00:00,Pithampur Hub (Ind),849.67,0,0.385,962.4
2026-05-14 23:00:00,Rajwada Central (Comm),191.13,0,0.167,219.7
2026-05-14 23:00:00,Palasia Grid (Sub),631.72,0,0.939,756.0
2026-05-14 23:00:00,Bhawarkua Grid (Edu),161.72,0,0.243,181.92
